,PLAYER,GP,MIN,DIST.FEET,DIST.MILES,DIST.MILESOFF,DIST.MILESDEF,AVGSPEED,AVGSPEEDOFF,AVGSPEEDDEF,LESSTHAN5FT.FGM,LESSTHAN5FT.FGA,LESSTHAN5FT.FG%,5-9FT.FGM,5-9FT.FGA,5-9FT.FG%,10-14FT.FGM,10-14FT.FGA,10-14FT.FG%,15-19FT.FGM,15-19FT.FGA,15-19FT.FG%,20-24FT.FGM,20-24FT.FGA,20-24FT.FG%,25-29FT.FGM,25-29FT.FGA,25-29FT.FG%,UNNAMED:0,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,AGE,SCREENASSISTS,SCREENASSISTSPTS,DEFLECTIONS,OFFLOOSEBALLSRECOVERED,DEFLOOSEBALLSRECOVERED,LOOSEBALLSRECOVERED,%LOOSEBALLSRECOVEREDOFF,%LOOSEBALLSRECOVEREDDEF,CHARGESDRAWN,CONTESTED2PTSHOTS,CONTESTED3PTSHOTS,CONTESTEDSHOTS,TEAM,W,L,PASSESMADE,PASSESRECEIVED,SECONDARYAST,POTENTIALAST,ASTPTSCREATED.1,ASTADJ,ASTTOPASS%,ASTTOPASS%ADJ,TOTALMIN,Player,2020/21
207,Kevin Durant,35,33.0,12063.3,2.28,1.23,1.05,3.91,4.37,3.48,1.3156767939059373,3.3,74.4,0.9,1.9,48.5,1.191163846033355,3.8,54.5,0.8368539012261204,2.5,48.9,0.5035263212843791,1.3,44.7,2.0,4.4,45.1,9,26.9,9.3,17.2,53.7,1.2859716394920215,5.4,45.0,6.0,6.8,88.2,0.36211466723455055,2.117350205661734,2.1685340848732904,3.4,0.5673777932709119,0.883015942989283,2.0,46.3,12,0,8.0,32,0.2831262559159201,0.8,0.883015942989283,0.4,0.3,0.5673777932709119,60.9,39.1,0.06,1.7764919970972664,1.4774637482581843,7.6,BKN,23,12,3.8321923964722076,49.5,0.7,9.3,14.3,2.1432695832138084,13.5,16.8,1155.0,Kevin Durant,35000000
209,Kevin Love,25,24.9,8760.1,1.66,0.91,0.75,3.78,4.01,3.51,0.8334328202500321,1.5,60.5,0.4,0.9,45.5,0.3602828853149315,0.7,38.9,0.2539882266653083,0.5,50.0,0.3602828853149315,1.2,27.6,1.8,4.9,37.4,140,12.2,4.1,10.1,40.9,1.464481780691681,6.2,36.5,1.7,2.0,82.4,0.6991532046201573,2.382442426675022,2.459485860494727,1.5,0.6245845091226487,0.13503628380394292,1.0,25.5,5,0,-2.9,32,1.1066123313351859,3.0,0.8334328202500321,0.2,0.3,0.5440040224633094,38.5,61.5,0.04,1.4304841721502615,1.3588117154260586,4.2,CLE,7,18,4.03711527414845,34.2,0.1,4.6,6.7,1.6747291622485379,6.5,7.9,622.5,Kevin Love,31258256
210,Kevon Looney,61,19.0,7188.7,1.36,0.7,0.66,4.07,4.34,3.82,1.2954478883463183,2.1,65.9,0.1,0.4,39.1,0.17351092711179966,0.2,35.7,0.0,0.2,25.0,0.0,0.1,37.5,0.0,0.2,27.3,405,4.1,1.8,3.2,54.8,0.17351092711179966,0.3,23.5,0.5,0.8,64.6,1.5260563034950492,2.007153774296032,2.4017157167957564,0.6,0.4500694143449183,0.5641169208162143,2.2,14.9,0,0,2.1,25,1.954892245371141,8.1,0.995199193294679,0.4,0.2,0.7593290874412465,65.8,34.2,0.03,2.484029071846641,1.5260563034950492,7.8,GSW,34,27,3.886651214880211,18.5,0.2,3.3,5.2,1.6785711249499817,7.7,9.0,1159.0,Kevon Looney,4821429
211,Khem Birch,67,22.8,9233.0,1.75,0.93,0.82,4.3,4.53,4.08,1.2602536402245255,2.6,61.0,0.6,1.2,45.8,0.38776553100876343,0.7,45.5,0.14660347419187544,0.3,42.9,0.27443684570176036,0.7,26.7,0.0,0.1,22.2,277,7.2,2.8,5.7,49.7,0.27443684570176036,0.8,25.0,1.4,1.9,70.5,1.6302719993369423,1.8004931491968095,2.318251209738445,0.7,0.7444404749474958,0.7444404749474958,1.7,19.8,6,0,-1.9,28,1.8004931491968095,7.4,1.1664348850068706,0.4,0.3,0.8167611365271219,56.0,44.0,0.1,2.072840857648484,1.5988558031035636,6.9,TOR,23,44,3.660858941781761,16.5,0.1,2.4,3.5,1.2144441041932312,5.5,6.3,1527.6000000000001,Khem Birch,3011499
212,Khris Middleton,68,33.4,13199.5,2.5,1.34,1.16,4.23,4.72,3.77,1.1144542041337677,3.1,59.8,0.8,1.5,52.4,0.8300411767638909,2.6,46.3,0.7819035411657363,2.4,45.7,0.6780639383486167,2.1,43.7,1.6,4.0,40.5,40,20.4,7.5,15.8,47.6,1.2152858157229354,5.4,41.4,3.1,3.5,89.8,0.621799099762479,1.8877952068367474,2.0105021332632815,2.6,0.7819035411657363,0.10236201266156968,2.4,36.7,10,0,4.3,29,0.4310822724784647,1.2,1.2152858157229354,0.4,0.3,0.5621787966003122,59.2,40.8,0.01,1.3356311864759367,1.4927022323010042,5.8,MIL,45,23,3.822766322471629,45.5,0.5,9.1,13.8,2.080189764685188,13.1,15.5,2271.2,Khris Middleton,33051724
214,Kristaps Porzingis,43,30.9,10971.8,2.08,1.14,0.94,3.91,4.18,3.62,1.5029980658565985,4.3,68.3,0.8,1.7,49.3,0.7171291452464307,2.2,41.7,0.5300569856938784,1.5,39.7,0.3825508485852886,1.0,43.2,1.7,4.7,37.5,43,20.1,7.6,15.9,47.6,1.3028072168527907,6.0,37.6,2.7,3.2,85.5,1.167389387147427,2.2143372944038218,2.4308843753680818,1.2,0.4590212125771267,0.922099073469902,2.7,37.4,16,0,0.2,25,1.5029980658565985,6.8,0.7724427832304832,0.5,0.2,0.5963796286249509,70.0,30.0,0.02,2.3782868014099945,1.4767383512730425,11.3,DAL,26,17,3.8628735534215974,36.4,0.3,2.8,4.0,1.1304621145552087,4.0,4.5,1328.7,Kristaps Porzingis,29467800
215,Kyle Anderson,69,27.4,10601.0,2.01,1.06,0.95,4.18,4.5,3.89,0.9464871311051718,2.1,60.6,0.8,1.6,51.4,0.6521731063496397,1.3,53.8,0.23331066866965414,0.6,33.3,0.7804626475625616,2.3,38.6,0.6,1.7,36.4,135,12.4,4.5,9.5,46.8,1.0435984177903215,3.8,36.0,2.1,2.7,78.3,0.7183737435056209,2.0241062824014024,2.1387772266905394,1.2,0.9464871311051718,0.7183737435056209,1.7,29.6,3,0,0.7,27,0.6521731063496397,1.6,1.3917538833247893,0.2,0.3,0.5049690916532779,35.3,64.7,0.0,1.8945619714318336,1.5976903470841501,7.3,MEM,36,33,3.7374958110351684,28.6,0.4,6.3,8.8,1.8945619714318336,11.6,13.8,1890.6,Kyle Anderson,9505100
216,Kyle Kuzma,68,28.7,11582.2,2.19,1.16,1.03,4.28,4.47,4.07,1.2903742392411515,3.3,65.5,0.2,0.8,30.8,0.2238401727286579,0.6,31.6,0.2238401727286579,0.6,36.6,0.8128640787412794,2.8,36.1,1.1,3.0,37.4,126,12.9,4.9,11.1,44.3,1.255248676958941,5.6,36.1,1.0,1.4,69.1,1.100932475323807,1.8938043898407981,2.1577405697485457,1.7,0.4868470419092762,0.5611079543401181,1.8,24.7,13,0,0.0,25,0.2238401727286579,0.5,0.5611079543401181,0.3,0.3,0.5611079543401181,53.5,46.5,0.04,1.6845906348134452,1.2903742392411515,5.6,LAL,40,28,3.56584528602481,28.4,0.4,3.8,4.7,1.3889041929622616,6.8,8.9,1951.6,Kyle Kuzma,3562178
217,Kyle Lowry,46,34.8,12817.6,2.43,1.32,1.11,3.9,4.36,3.46,1.0147308046874077,2.9,59.4,0.2,0.7,31.3,0.2702903297399117,0.8,34.3,0.34627623671783375,0.9,42.9,0.5447271754416719,1.6,42.7,2.3,5.6,40.3,63,17.2,5.7,13.0,43.6,1.3600919887258665,7.2,39.6,3.0,3.5,87.5,0.6029960835656478,1.750697982430281,1.884977598060156,2.7,0.7102416139192453,0.2702903297399117,3.1,35.8,9,2,-0.1,35,0.34627623671783375,0.9,1.1544927470625663,0.5,0.5,0.7102416139192453,50.0,50.0,0.43,1.1544927470625663,1.3862943611198906,5.0,TOR,15,31,4.185990775613945,62.9,0.9,14.9,19.2,2.3431311873883955,11.7,14.5,1600.8,Kyle Lowry,30500000
218,Kyrie Irving,54,34.9,12999.7,2.46,1.32,1.14,3.98,4.38,3.6,1.4345385992487405,5.2,59.7,1.4,2.6,53.5,0.9350253133114776,3.0,51.3,0.7087836043297004,1.7,58.7,0.4817538089440138,1.6,40.2,2.3,5.6,41.0,10,26.9,10.2,20.1,50.6,1.357959737632442,7.0,40.2,3.7,4.0,92.2,0.7087836043297004,1.5932619386950484,1.7836079016736852,2.4,0.8936876252892518,0.5435230123327803,2.6,45.5,8,0,4.2,29,0.18756091147995427,0.6,1.3841430515773785,0.5,0.5,0.7087836043297004,50.9,49.1,0.07,1.245779986741623,1.1194069888226181,4.3,BKN,36,18,3.987444073342217,61.3,0.8,11.4,15.8,2.179235014137061,11.7,14.9,1884.6,Kyrie Irving,33722850
219,LaMarcus Aldridge,26,25.9,9510.5,1.8,0.97,0.84,3.93,4.13,3.72,1.0320984158339817,2.2,58.6,0.4,0.9,47.8,0.5276713513756336,1.5,36.8,1.0320984158339817,2.7,50.7,0.9278071739357143,2.2,50.0,0.7,2.0,35.3,110,13.5,5.4,11.4,47.3,0.9813117620681322,3.1,38.8,1.6,1.8,87.2,0.6795415285041667,1.8376650455195,1.9816669377139278,1.0,0.4421085002471454,0.9278071739357143,1.8,25.4,1,0,-1.3,35,1.5290734026660733,5.8,0.7476207407224437,0.2,0.2,0.4421085002471454,50.0,50.0,0.0,2.471627102414714,1.2922382209339198,9.8,BKN,15,11,3.7735151026713414,30.1,0.2,2.8,4.5,1.3297035808309725,6.2,6.4,673.4,LaMarcus Aldridge,17628340
223,Langston Galloway,40,10.9,4551.3,0.86,0.47,0.39,4.44,4.73,4.15,0.5071491490366821,0.4,42.9,0.2,0.3,60.0,0.5071491490366821,0.5,47.1,0.6885494713113157,0.4,66.7,1.0924773001005936,1.5,36.2,0.4,0.8,48.4,381,4.8,1.7,3.7,44.9,1.3793898457733462,2.1,42.4,0.6,0.6,95.7,0.5071491490366821,1.3793898457733462,1.5332105470462163,0.3,0.5071491490366821,0.0,0.6,7.3,0,0,0.9,29,0.2853858601914307,0.1,0.6885494713113157,0.1,0.1,0.5071491490366821,75.0,25.0,0.03,1.197530076103737,1.2925883984580468,1.5,PHX,29,11,3.1830109425007374,8.3,0.1,1.2,1.8,1.2925883984580468,9.4,11.5,436.0,Langston Galloway,2028594
225,LeBron James,45,33.4,11244.1,2.13,1.15,0.98,3.58,3.88,3.29,1.8546124388849983,6.7,73.6,0.6,1.2,50.9,0.5621787966003122,1.7,39.5,0.4987772852498162,1.7,36.0,0.4987772852498162,1.6,34.7,1.9,5.1,37.4,17,25.0,9.4,18.3,51.3,1.2467569444351563,6.3,36.5,4.0,5.7,69.8,0.4987772852498162,2.1453358050600815,2.229950010731932,3.7,0.7819035411657363,0.4987772852498162,1.6,47.0,18,5,6.4,36,0.4987772852498162,1.3,1.1492067361246072,0.4,0.5,0.6780639383486167,45.0,55.0,0.2,1.2152858157229354,1.1492067361246072,4.2,LAL,30,15,4.179716205696335,67.7,0.8,14.4,19.8,2.4000703688163227,13.0,15.6,1503.0,LeBron James,35000000
229,Luke Kennard,63,19.6,7632.8,1.45,0.8,0.65,4.22,4.52,3.88,0.7429086901190091,0.9,64.8,0.2,0.4,50.0,0.5508309583796898,0.8,44.7,0.6514744841593773,1.0,44.3,0.7429086901190091,1.4,46.0,1.0,2.2,44.5,235,8.3,3.1,6.6,47.6,1.370869890794259,3.6,44.6,0.4,0.5,83.9,0.3128723212803394,1.6533571463689358,1.753626599532611,0.8,0.5508309583796898,0.16862271243579272,1.4,14.6,1,0,-0.4,25,0.3128723212803394,0.4,0.8266785731844679,0.3,0.1,0.5508309583796898,72.0,28.0,0.02,1.1644255072376815,1.4164473992905782,2.9,LAC,44,19,3.5173161458095015,18.3,0.2,2.9,4.5,1.541901705443613,9.3,11.0,1234.8000000000002,Luke Kennard,5273826
231,Malcolm Brogdon,56,34.5,13653.0,2.59,1.44,1.14,4.21,4.77,3.65,1.5146493357016726,6.6,52.3,0.3,0.8,44.2,0.41985384556026406,1.2,43.1,0.5483726963612423,1.6,44.6,0.714653385780909,2.0,47.4,1.9,5.1,36.5,36,21.2,7.9,17.5,45.3,1.3118518848653746,6.7,38.8,2.7,3.2,86.4,0.714653385780909,1.683173144321346,1.8764735234008845,2.1,0.6622396430968688,0.2723477084516742,2.0,37.7,6,0,-0.6,28,0.18954180476744178,0.4,0.9819156192239471,0.5,0.5,0.714653385780909,50.9,49.1,0.0,1.1926040767191763,1.3665352111394282,5.0,IND,27,29,4.183443131490381,72.1,0.8,11.5,15.4,2.1415995141672606,9.5,11.6,1932.0,Malcolm Brogdon,20700000
232,Malik Beasley,37,32.8,13396.8,2.54,1.44,1.1,4.33,4.84,3.81,1.2280703559049968,4.1,54.3,0.7,1.4,50.9,0.28462863496489066,1.1,24.4,0.28462863496489066,0.7,44.4,1.161625256496844,4.6,44.1,1.6,4.3,36.7,47,19.6,7.1,16.2,44.0,1.5772170334229374,8.7,39.9,1.8,2.2,85.0,0.6302333551493761,1.5996339123374794,1.762891485227203,1.6,0.6302333551493761,0.19845093872383823,1.7,29.8,0,0,-5.3,24,0.3639653772014116,1.0,0.9731781062762065,0.5,0.5,0.7407752295491999,52.6,47.4,0.0,1.2280703559049968,1.1953995736154477,4.3,MIN,8,29,3.494658106528363,37.4,0.4,4.3,6.2,1.456911928333844,8.2,10.4,1213.6,Malik Beasley,13425895
234,Marc Gasol,52,19.1,6613.4,1.25,0.65,0.6,3.71,3.82,3.59,0.4481701453440565,0.5,69.2,0.2,0.4,50.0,0.31988060413113467,0.4,36.4,0.1726765894347728,0.1,75.0,0.31988060413113467,0.4,39.1,0.8,1.9,40.4,369,5.0,1.7,3.7,45.4,1.0594613811062845,2.3,41.0,0.7,1.0,72.0,0.8412963419985057,2.0026113820307083,2.166507454704164,1.0,0.6639286345608052,1.1227513917814664,2.2,17.0,0,0,1.7,36,1.3902133733206261,3.9,1.3421400317031487,0.1,0.1,0.4481701453440565,61.5,38.5,0.1,2.5552366141695626,1.291638417518162,7.6,LAL,32,20,4.005618245787775,22.2,0.3,3.9,5.2,1.742576557786441,7.3,8.9,993.2,Marc Gasol,2564753
235,Marcus Smart,48,32.9,12235.6,2.32,1.24,1.07,3.95,4.3,3.62,0.8385756070963138,2.3,52.3,0.5,1.0,45.8,0.2838754443302182,0.8,40.5,0.2838754443302182,0.5,58.3,0.628811273140016,1.8,40.9,1.2,4.1,28.8,120,13.1,4.2,10.6,39.8,1.1246137534833114,5.9,33.0,2.7,3.4,79.0,0.628811273140016,1.3748307277471334,1.5748024157713443,2.0,0.9712853745000201,0.43639026578515083,2.6,29.7,3,0,1.9,27,0.5686930060865394,1.6,1.5284322285831604,0.3,0.6,0.6855193785110592,30.2,69.8,0.29,1.3748307277471334,1.479806849781161,5.8,BOS,24,24,3.9963306292520366,52.7,0.4,8.6,14.3,2.0798214087309375,11.6,13.1,1579.1999999999998,Marcus Smart,12946428
236,Markieff Morris,61,19.7,7060.9,1.34,0.69,0.64,3.82,3.93,3.71,0.8238191590042657,1.1,66.2,0.3,0.6,48.6,0.43710804786942303,0.6,44.4,0.31150765086385057,0.5,39.3,0.7402438642230441,1.7,34.3,0.5,1.8,27.9,301,6.7,2.5,6.2,40.5,1.101990670259737,3.4,31.1,0.6,0.8,72.0,0.9009451621994947,2.025339068801202,2.2017265545516733,0.9,0.5486787485455282,0.43710804786942303,1.7,14.8,2,0,0.3,31,0.8238191590042657,1.5,1.0393615111892955,0.2,0.2,0.43710804786942303,47.6,52.4,0.08,1.8110311171867668,1.4125951883205032,4.5,LAL,32,29,3.5757334932285603,17.2,0.2,2.1,3.1,1.3193841634513481,6.3,7.8,1201.7,Markieff Morris,2331593
237,Mason Plumlee,56,26.8,10485.1,1.99,1.1,0.88,4.23,4.48,3.95,1.786771927717016,5.0,73.7,0.3,1.0,31.6,0.0,0.3,14.3,0.12604072089536497,0.4,40.0,0.0,0.2,11.1,0.0,0.1,0.0,177,10.4,4.2,6.8,61.4,0.0,0.1,0.0,2.0,3.0,66.9,1.5024176453579097,2.302585092994046,2.6021367410012104,1.9,0.7297813137397257,0.7925196543731491,3.3,30.0,16,2,-2.7,31,1.9522863661945893,10.4,1.2290293841632736,0.5,0.3,0.7297813137397257,63.6,36.4,0.09,2.173733564260621,1.2290293841632736,7.6,DET,14,42,4.087104485657768,31.9,0.3,6.2,9.1,1.8520913938376584,8.3,9.2,1500.8,Mason Plumlee,8000000
239,Max Strus,39,13.0,5301.4,1.0,0.54,0.46,4.42,4.88,3.98,1.2505627475857655,0.9,91.9,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.8690378470236095,1.3,40.0,0.8,2.5,30.2,326,6.1,2.2,4.8,45.5,1.5260563034950492,3.8,33.8,0.4,0.6,66.7,0.24445333790096074,1.2505627475857655,1.3977667622821275,0.2,0.6047362232158923,0.24445333790096074,1.1,9.0,0,0,-1.0,25,0.6047362232158923,0.7,0.9789043246021418,0.1,0.1,0.4407332469456224,28.6,71.4,0.1,1.2505627475857655,1.741814792711798,2.6,MIA,14,25,3.1056209829885506,9.1,0.1,0.9,1.5,1.0778861581509926,8.0,8.7,507.0,Max Strus,647098
240,Maxi Kleber,50,26.8,9748.5,1.85,1.01,0.84,3.96,4.17,3.74,0.4300363688386697,0.6,56.3,0.0,0.2,22.2,0.12604072089536497,0.2,40.0,0.12604072089536497,0.2,55.6,0.7925196543731491,2.0,43.1,0.9,2.2,38.4,281,7.1,2.3,5.5,42.2,1.1889349269613956,4.2,41.0,0.7,0.7,91.9,0.7925196543731491,1.913404578650382,2.0775741275050406,0.6,0.5138062519041284,0.6628418310646162,2.1,18.3,0,0,2.7,29,1.304695717237011,4.7,0.7925196543731491,0.4,0.3,0.6628418310646162,55.9,44.1,0.06,2.142696590265044,1.5024176453579097,8.2,DAL,31,19,3.5157690752087554,18.2,0.1,2.3,3.4,1.1035750780102387,5.6,6.1,1340.0,Maxi Kleber,8475000
241,Michael Carter-Williams,31,25.8,10294.7,1.95,1.07,0.88,4.29,4.7,3.88,1.368698599229511,4.0,52.8,0.5,1.4,33.3,0.24613306953890854,0.9,25.0,0.13062018241706422,0.4,15.4,0.34967374847974875,0.7,38.1,0.3,1.4,20.9,216,8.8,3.4,8.7,38.9,0.5292593254548287,2.0,24.6,1.6,2.6,61.3,1.0345904299031785,1.6983853984505966,1.9850030748465908,2.2,0.7496593908232877,0.5292593254548287,2.6,22.3,0,0,-1.6,29,0.24613306953890854,0.5,1.1291490125281913,0.7,0.3,0.8135108628098204,69.0,31.0,0.26,1.5618098634448456,1.6186972378468971,5.6,ORL,12,19,4.009866970371843,44.1,0.5,8.8,10.9,2.0765303314723775,10.7,13.0,799.8000000000001,Michael Carter-Williams,3300000
243,Mike Conley,51,29.4,11691.1,2.21,1.22,1.0,4.25,4.69,3.81,0.9039702474861144,2.3,53.0,0.8,1.7,48.3,0.47762755435639487,1.4,40.6,0.11551288712184424,0.4,33.3,0.8531118302526235,2.6,43.2,1.7,4.1,41.8,74,16.2,5.6,12.5,44.4,1.4600378353654397,6.6,41.2,2.4,2.8,85.2,0.6190392084062235,1.488077055429833,1.6650077635889111,1.9,0.9985288301111273,0.21905356606268467,1.9,32.1,6,0,10.7,33,0.3986391430377646,0.9,1.33928831874396,0.4,0.3,0.6828906803927564,55.3,44.7,0.04,1.2729656758128876,1.2729656758128876,4.3,UTA,37,14,4.142486638228862,57.2,0.8,11.0,16.2,2.3207857976408923,11.8,14.7,1499.3999999999999,Mike Conley,34502132
244,Mike Muscala,35,18.4,7517.7,1.42,0.79,0.63,4.34,4.84,3.84,0.9420432279765699,1.3,64.4,0.2,0.3,60.0,0.3302416868705768,0.3,77.8,0.3302416868705768,0.4,46.7,1.0155456899694963,2.1,40.0,1.1,3.1,35.5,190,9.7,3.4,7.6,44.6,1.5512559570513647,5.3,37.0,0.9,1.0,91.7,0.6822181100277551,1.9824995964876055,2.1323639431341785,0.6,0.3302416868705768,0.4618180446592961,1.5,16.4,0,0,0.5,29,1.1480923459314796,2.3,0.6822181100277551,0.1,0.2,0.4618180446592961,45.5,54.5,0.03,2.6741486494265287,1.4646634282353974,8.5,OKC,15,20,3.8864822071430103,21.4,0.1,2.0,2.1,1.084013489246957,3.3,4.2,644.0,Mike Muscala,2283034
245,Mike Scott,51,16.7,6555.1,1.24,0.68,0.56,4.18,4.47,3.87,0.3584697395147556,0.4,50.0,0.1,0.2,50.0,0.19521216662503216,0.2,30.0,0.0,0.2,18.2,0.7313309675301041,1.1,42.6,0.6,2.0,30.7,402,4.2,1.5,4.1,36.0,1.1492067361246072,3.0,34.2,0.2,0.2,66.7,0.3584697395147556,1.7096354220860972,1.8202906716002047,0.4,0.7313309675301041,0.4987772852498162,1.4,10.0,0,0,-0.2,32,1.0784503153777654,2.0,0.8300411767638909,0.1,0.2,0.4987772852498162,25.0,75.0,0.0,1.747897262466683,1.5400172334539932,3.9,PHI,35,16,3.7211379401293536,14.0,0.1,1.4,2.1,1.0784503153777654,4.2,4.9,851.6999999999999,Mike Scott,5005350
250,Monte Morris,47,25.4,9814.7,1.86,1.03,0.83,4.14,4.54,3.74,1.2265506415438987,2.6,66.1,0.3,0.9,33.3,0.4491177382659012,0.8,51.3,0.4491177382659012,0.9,38.6,0.5357102670818683,1.5,36.2,0.6,1.5,42.9,180,10.2,4.0,8.2,48.1,0.9396380958711463,2.9,38.1,1.2,1.6,79.5,0.24956311434817102,1.267280253044087,1.3440770366239985,0.7,0.6892024022689289,0.35430994480723454,1.0,19.7,0,0,3.3,26,0.24956311434817102,0.5,0.882660661128606,0.2,0.3,0.5357102670818683,47.8,52.2,0.02,1.1840914337721071,1.3440770366239985,3.6,DEN,30,17,3.8956695410349784,37.3,0.8,6.6,8.6,1.9593181711497467,9.4,12.8,1193.8,Monte Morris,1723707
251,Montrezl Harrell,69,22.9,8449.2,1.6,0.82,0.78,3.9,3.96,3.84,2.0690162072006117,6.3,70.3,0.6,1.1,52.6,0.487856416089576,0.8,44.6,0.1460078224319825,0.4,29.0,0.0,0.1,0.0,0.0,0.1,0.0,112,13.5,5.4,8.7,62.2,0.0,0.1,0.0,2.6,3.7,70.7,1.529467982315998,1.9644520894162256,2.3746010468368164,1.1,0.7421452665515215,0.7421452665515215,1.9,25.6,8,0,0.6,27,1.562959484622299,5.3,1.0040296461821618,0.4,0.3,0.7421452665515215,61.7,38.3,0.32,2.314306520878137,1.3427849888179433,7.6,LAL,41,28,3.5850946008631888,20.7,0.1,1.8,2.6,1.0600318362974466,4.7,5.5,1580.1,Montrezl Harrell,9258000
254,Mychal Mulder,60,12.8,5287.4,1.0,0.51,0.49,4.43,4.76,4.13,0.9886113934537812,0.8,71.7,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9886113934537812,1.6,38.3,0.8,2.0,40.2,335,5.6,2.0,4.4,44.9,1.5968591302272404,3.6,39.7,0.2,0.4,63.6,0.24783616390458127,1.261651915912614,1.33828514193353,0.3,0.44628710262841953,0.44628710262841953,0.9,8.4,0,0,1.1,27,0.24783616390458127,0.4,0.7537718023763802,0.0,0.1,0.24783616390458127,33.3,66.7,0.0,1.5968591302272404,1.6522579096170285,2.9,GSW,33,27,2.987889096092965,9.9,0.1,0.8,1.1,0.8780695190539572,6.5,7.3,768.0,Mychal Mulder,1517981
255,Myles Turner,47,31.0,12115.9,2.29,1.22,1.08,4.17,4.53,3.83,1.3618033411115948,3.7,67.4,0.3,0.7,44.1,0.10986647757853239,0.2,27.3,0.0,0.1,33.3,0.3815249005621561,1.4,31.3,1.0,3.0,34.5,133,12.6,4.4,9.2,47.7,1.0086640520051704,4.4,33.5,2.4,3.0,78.2,0.9201542266991997,1.9514248689138243,2.145742621501076,1.4,0.7154766569580339,1.5990616844480094,3.5,33.2,7,0,0.5,25,1.3004553172070843,5.4,1.2683096922336679,0.3,0.3,0.528728915258518,46.7,53.3,0.0,2.6311923804451163,1.3618033411115948,13.6,IND,22,25,3.483916405548806,22.8,0.1,1.6,2.5,0.8727769456881885,3.8,4.3,1457.0,Myles Turner,18000000
256,Naji Marshall,32,21.9,9008.9,1.71,0.9,0.81,4.39,4.77,4.03,1.1432625624058486,2.6,50.0,0.2,0.5,29.4,0.2842515373549917,0.5,31.3,0.0,0.3,12.5,0.6862743012721833,1.5,37.5,0.3,1.0,32.3,255,7.7,2.6,6.5,39.2,0.9080375901174347,2.6,34.9,1.7,2.3,70.7,0.5998896870733628,2.0673828253597084,2.14729220858801,1.2,0.8394392737746823,0.40088844108075256,1.8,19.6,3,0,-0.9,23,0.0,0.1,1.1432625624058486,0.3,0.2,0.5053311044483499,57.1,42.9,0.03,1.4166508236004847,1.289270384837831,3.5,NOP,14,18,3.7477297388248116,19.9,0.4,4.2,6.7,1.8854078289573701,10.9,13.7,700.8,Naji Marshall,538391
259,Nemanja Bjelica,37,16.1,6042.9,1.14,0.61,0.53,4.16,4.47,3.86,1.418382675671391,2.2,63.4,0.2,0.6,31.8,0.0,0.1,50.0,0.0,0.1,25.0,0.36963408858123753,0.4,37.5,0.6,1.8,31.3,311,6.5,2.4,5.3,45.4,0.9420432279765697,2.3,31.8,1.0,1.4,72.5,1.0256185227577912,1.9189300952907673,2.152051053636976,0.9,0.6389074116229486,0.2017993637535255,1.8,14.2,0,0,-1.8,33,0.8508408224635478,1.4,1.0256185227577912,0.2,0.2,0.6389074116229486,56.3,43.8,0.0,1.9512198960435432,1.6579322623727109,4.6,MIA,16,21,3.946574449397744,18.1,0.1,3.1,4.9,1.778210538669739,8.2,9.8,595.7,Nemanja Bjelica,7150000
260,Nerlens Noel,64,24.2,9766.8,1.85,1.01,0.84,4.31,4.61,4.01,1.302283736569499,2.6,68.6,0.2,0.4,50.0,0.13868338753395063,0.2,26.7,0.0,0.1,37.5,0.0,0.0,0.0,0.0,0.0,0.0,368,5.1,2.1,3.5,61.4,0.0,0.0,0.0,0.8,1.1,71.4,1.4522523289116882,1.9599783763875143,2.3533410529606655,1.0,0.9694005571881036,1.4522523289116882,2.8,22.6,2,0,0.0,27,1.7509948651637828,7.0,1.6419611041396602,0.4,0.2,0.5560675878793254,67.6,32.4,0.06,2.3948854887354667,1.2179246104460606,8.3,NYK,35,29,3.6068892590307358,11.2,0.1,1.2,1.8,0.7839392803894811,3.0,3.4,1548.8,Nerlens Noel,5000000
262,Nico Mannion,30,12.1,4993.9,0.95,0.5,0.44,4.5,4.81,4.2,0.6379314579574986,0.7,52.6,0.2,0.5,40.0,0.0,0.4,10.0,0.0,0.2,0.0,0.6379314579574986,0.8,31.8,0.4,1.3,31.6,407,4.1,1.3,3.8,34.2,1.1257878740470744,2.0,36.7,0.8,0.9,82.1,0.4668996433081445,1.5826356380548456,1.6979632942549452,1.0,0.9113197191521346,0.0,1.0,10.1,0,0,-2.5,20,0.2604552597515669,0.2,1.302283736569499,0.1,0.1,0.4668996433081445,57.1,42.9,0.03,0.7839392803894811,1.1257878740470744,1.1,GSW,17,13,4.196518186951408,23.5,0.4,3.9,5.7,2.2646858204030598,10.6,13.0,363.0,Nico Mannion,449115
